사용일자,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,승차총승객수,하차총승객수
20250913,7018,7018번(북가좌동~광교),100000017,1112,효자동(00034),45,43
20250913,7022,7022번(구산동~서울역),100000017,1112,효자동(00045),39,102
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000017,1112,효자동(00100),41,109
20250913,1711,1711번(국민대~공덕동),100000017,1112,효자동(00052),64,150
20250913,171,171번(용마문화복지센터~월드컵파크7단지),100000018,1113,사직단.어린이도서관(00017),212,84
20250913,606,606번(부천상동~종로1가),100000018,1113,사직단.어린이도서관(00067),107,33
20250913,708,708번(진관차고지~서울역),100000018,1113,사직단.어린이도서관(00035),89,61
20250913,7025,7025번(은평차고지~종로),100000018,1113,사직단.어린이도서관(00045),155,41
20250913,272,272번(면목동~남가좌동),100000018,1113,사직단.어린이도서관(00037),209,131
20250913,710,710번(상암차고지~수유역),100000018,1113,사직단.어린이도서관(00059),116,99
20250913,종로05,종로05(서대문역~배화여중고),100000018,1113,사직단.어린이도서관(00019),71,18
20250913,171,171번(용마문화복지센터~월드컵파크7단지),100000019,1114,경복궁역1번출구(00016),616,377
20250913,606,606번(부천상동~종로1가),100000019,1114,경복궁역1번출구(00066),475,37
20250913,708,708번(진관차고지~서울역),100000019,1114,경복궁역1번출구(00034),175,126
20250913,7025,7025번(은평차고지~종로),100000019,1114,경복궁역1번출구(00044),289,143
20250913,272,272번(면목동~남가좌동),100000019,1114,경복궁역1번출구(00036),960,502
20250913,710,710번(상암차고지~수유역),100000019,1114,경복궁역1번출구(00058),430,269
20250913,7016,7016번(은평차고지~상명대),100000020,1115,경복궁역2번출구(00062),312,254
20250913,1020,1020번(정릉~교보문고),100000020,1115,경복궁역2번출구(00024),167,620
20250913,7018,7018번(북가좌동~광교),100000020,1115,경복궁역2번출구(00028),58,489
20250913,7022,7022번(구산동~서울역),100000020,1115,경복궁역2번출구(00032),205,536
20250913,종로09,종로09(수성동계곡~숭례문),100000020,1115,경복궁역2번출구(00006),92,372
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000020,1115,경복궁역2번출구(00045),306,517
20250913,1711,1711번(국민대~공덕동),100000020,1115,경복궁역2번출구(00016),411,740
20250913,7016,7016번(은평차고지~상명대),100000021,1116,경복궁역3번출구(00048),330,349
20250913,1020,1020번(정릉~교보문고),100000021,1116,경복궁역3번출구(00030),817,182
20250913,7018,7018번(북가좌동~광교),100000021,1116,경복궁역3번출구(00032),433,17
20250913,7022,7022번(구산동~서울역),100000021,1116,경복궁역3번출구(00043),601,276
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000021,1116,경복궁역3번출구(00098),422,350
20250913,1711,1711번(국민대~공덕동),100000021,1116,경복궁역3번출구(00050),745,435
20250913,171,171번(용마문화복지센터~월드컵파크7단지),100000022,1117,경복궁(00069),204,205
20250913,606,606번(부천상동~종로1가),100000022,1117,경복궁(00061),51,132
20250913,N51,N51번(시흥동차고지~하계동차고지),100000022,1117,경복궁(00042),1,5
20250913,7025,7025번(은평차고지~종로),100000022,1117,경복궁(00030),82,195
20250913,N51,N51번(하계동차고지~시흥동차고지),100000022,1117,경복궁(00122),0,1
20250913,272,272번(면목동~남가좌동),100000022,1117,경복궁(00063),297,334
20250913,109,109번(우이동~서울역),100000022,1117,경복궁(00033),126,33
20250913,1020,1020번(정릉~교보문고),100000022,1117,경복궁(00025),53,310
20250913,710,710번(상암차고지~수유역),100000022,1117,경복궁(00021),183,164
20250913,601,601번(개화동~종로4가),100000022,1117,경복궁(00030),86,268
20250913,606,606번(부천상동~종로1가),100000023,1118,광화문역2번출구.KT광화문지사(00065),294,22
20250913,708,708번(진관차고지~서울역),100000023,1118,광화문역2번출구.KT광화문지사(00033),194,142
20250913,7016,7016번(은평차고지~상명대),100000023,1118,광화문역2번출구.KT광화문지사(00047),336,256
20250913,N51,N51번(시흥동차고지~하계동차고지),100000023,1118,광화문역2번출구.KT광화문지사(00041),6,4
20250913,N51,N51번(하계동차고지~시흥동차고지),100000023,1118,광화문역2번출구.KT광화문지사(00121),0,1
20250913,01A,01A번(예장주차장~예장주차장),100000023,1118,광화문역2번출구.KT광화문지사(00016),224,324
20250913,109,109번(우이동~서울역),100000023,1118,광화문역2번출구.KT광화문지사(00032),290,101
20250913,1020,1020번(정릉~교보문고),100000023,1118,광화문역2번출구.KT광화문지사(00029),698,49
20250913,7018,7018번(북가좌동~광교),100000023,1118,광화문역2번출구.KT광화문지사(00031),121,7
20250913,종로11,종로11(삼청공원~서울역),100000023,1118,광화문역2번출구.KT광화문지사(00014),718,141
20250913,종로09,종로09(수성동계곡~숭례문),100000023,1118,광화문역2번출구.KT광화문지사(00013),342,54
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000023,1118,광화문역2번출구.KT광화문지사(00097),432,211
20250913,1711,1711번(국민대~공덕동),100000023,1118,광화문역2번출구.KT광화문지사(00049),622,310
20250913,N75,N75번(신림2동차고지~진관공영차고지),100000025,1120,광화문역6번출구(00125),5,7
20250913,N75,N75번(진관공영차고지~신림2동차고지),100000025,1120,광화문역6번출구(00040),18,3
20250913,7019,7019번(은평공영차고지~시청(서소문)),100000025,1120,광화문역6번출구(00044),187,193
20250913,706,706번(진관공영차고지~서소문),100000025,1120,광화문역6번출구(00033),39,68
20250913,600,600번(온수동~광화문),100000025,1120,광화문역6번출구(00036),240,177
20250913,602,602번(양천공용차고지~시청앞),100000025,1120,광화문역6번출구(00045),259,216
20250913,N37,N37번(진관공영차고지~송파공영차고지),100000028,1123,서울역사박물관.강북삼성병원(00093),4,4
20250913,470,470번(상암차고지~안골마을),100000028,1123,서울역사박물관.강북삼성병원(00068),61,116
20250913,N37,N37번(송파공영차고지~진관공영차고지),100000028,1123,서울역사박물관.강북삼성병원(00036),10,8
20250913,704,704번(진관차고지~서울역버스환승센터),100000028,1123,서울역사박물관.강북삼성병원(00038),180,47
20250913,741,741번(진관차고지~헌인릉입구),100000028,1123,서울역사박물관.강북삼성병원(00077),134,219
20250913,720,720번(기자촌~답십리),100000028,1123,서울역사박물관.강북삼성병원(00083),158,131
20250913,101,101번(화계사~동대문),100000028,1123,서울역사박물관.강북삼성병원(00041),21,118
20250913,601,601번(개화동~종로4가),100000028,1123,서울역사박물관.강북삼성병원(00045),91,36
20250913,470,470번(상암차고지~안골마을),100000029,1124,새문안교회(00067),55,177
20250913,601,601번(개화동~종로4가),100000029,1124,새문안교회(00044),87,71
20250913,704,704번(진관차고지~서울역버스환승센터),100000030,1125,광화문역7번출구(00037),170,35
20250913,N75,N75번(진관공영차고지~신림2동차고지),100000030,1125,광화문역7번출구(00135),5,3
20250913,N75,N75번(신림2동차고지~진관공영차고지),100000030,1125,광화문역7번출구(00048),12,10
20250913,700,700번(대화동~서울역),100000031,1126,세종문화회관(00044),86,215
20250913,704,704번(진관차고지~서울역버스환승센터),100000031,1126,세종문화회관(00036),106,118
20250913,7016,7016번(은평차고지~상명대),100000031,1126,세종문화회관(00063),351,229
20250913,N51,N51번(시흥동차고지~하계동차고지),100000031,1126,세종문화회관(00116),1,2
20250913,N51,N51번(하계동차고지~시흥동차고지),100000031,1126,세종문화회관(00038),6,4
20250913,7018,7018번(북가좌동~광교),100000031,1126,세종문화회관(00029),22,430
20250913,7022,7022번(구산동~서울역),100000031,1126,세종문화회관(00033),113,213
20250913,401,401번(장지공영차고지~서울역),100000031,1126,세종문화회관(00050),318,160
20250913,종로11,종로11(삼청공원~서울역),100000031,1126,세종문화회관(00007),50,417
20250913,종로09,종로09(수성동계곡~숭례문),100000031,1126,세종문화회관(00007),82,251
20250913,406,406번(개포동~서울역),100000031,1126,세종문화회관(00035),221,134
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000031,1126,세종문화회관(00046),61,42
20250913,1711,1711번(국민대~공덕동),100000031,1126,세종문화회관(00017),474,558
20250913,703,703번(탄현역~숭례문),100000032,1127,서울경찰청.경복궁역(00057),29,68
20250913,171,171번(용마문화복지센터~월드컵파크7단지),100000032,1127,서울경찰청.경복궁역(00068),262,316
20250913,700,700번(대화동~서울역),100000032,1127,서울경찰청.경복궁역(00043),61,237
20250913,606,606번(부천상동~종로1가),100000032,1127,서울경찰청.경복궁역(00060),23,227
20250913,7025,7025번(은평차고지~종로),100000032,1127,서울경찰청.경복궁역(00029),94,148
20250913,272,272번(면목동~남가좌동),100000032,1127,서울경찰청.경복궁역(00062),433,533
20250913,710,710번(상암차고지~수유역),100000032,1127,서울경찰청.경복궁역(00020),235,284
20250913,601,601번(개화동~종로4가),100000032,1127,서울경찰청.경복궁역(00029),67,443
20250913,700,700번(대화동~서울역),100000033,1128,사직단(00042),63,161
20250913,171,171번(용마문화복지센터~월드컵파크7단지),100000033,1128,사직단(00067),123,256
20250913,703,703번(탄현역~숭례문),100000033,1128,사직단(00056),29,61
20250913,606,606번(부천상동~종로1가),100000033,1128,사직단(00059),22,158
20250913,7025,7025번(은평차고지~종로),100000033,1128,사직단(00028),52,184
20250913,272,272번(면목동~남가좌동),100000033,1128,사직단(00061),130,298
20250913,710,710번(상암차고지~수유역),100000033,1128,사직단(00019),81,154
20250913,601,601번(개화동~종로4가),100000033,1128,사직단(00028),29,277
20250913,703,703번(탄현역~숭례문),100000034,1129,광화문역6번출구.광화문빌딩(00059),19,40
20250913,N51,N51번(시흥동차고지~하계동차고지),100000034,1129,광화문역6번출구.광화문빌딩(00117),5,2
20250913,700,700번(대화동~서울역),100000034,1129,광화문역6번출구.광화문빌딩(00045),46,101
20250913,N51,N51번(하계동차고지~시흥동차고지),100000034,1129,광화문역6번출구.광화문빌딩(00039),10,2
20250913,171,171번(용마문화복지센터~월드컵파크7단지),100000035,1130,덕성여중고(00015),154,147
20250913,704,704번(진관차고지~서울역버스환승센터),100000035,1130,덕성여중고(00035),91,105
20250913,7025,7025번(은평차고지~종로),100000035,1130,덕성여중고(00043),129,65
20250913,N51,N51번(시흥동차고지~하계동차고지),100000035,1130,덕성여중고(00115),1,1
20250913,N51,N51번(하계동차고지~시흥동차고지),100000035,1130,덕성여중고(00037),2,0
20250913,272,272번(면목동~남가좌동),100000035,1130,덕성여중고(00035),382,264
20250913,401,401번(장지공영차고지~서울역),100000035,1130,덕성여중고(00049),174,241
20250913,7022,7022번(구산동~서울역),100000035,1130,덕성여중고(00042),318,135
20250913,710,710번(상암차고지~수유역),100000035,1130,덕성여중고(00057),197,135
20250913,406,406번(개포동~서울역),100000035,1130,덕성여중고(00034),69,219
20250913,171,171번(용마문화복지센터~월드컵파크7단지),100000036,1131,안국역.서울공예박물관(00014),210,227
20250913,7025,7025번(은평차고지~종로),100000036,1131,안국역.서울공예박물관(00042),185,127
20250913,N51,N51번(시흥동차고지~하계동차고지),100000036,1131,안국역.서울공예박물관(00114),2,0
20250913,N51,N51번(하계동차고지~시흥동차고지),100000036,1131,안국역.서울공예박물관(00036),1,1
20250913,272,272번(면목동~남가좌동),100000036,1131,안국역.서울공예박물관(00034),354,505
20250913,710,710번(상암차고지~수유역),100000036,1131,안국역.서울공예박물관(00056),189,236
20250913,7022,7022번(구산동~서울역),100000037,1132,국민은행세검정지점(00021),77,89
20250913,7211,7211번(기자촌~신설동),100000037,1132,국민은행세검정지점(00033),81,113
20250913,7730,7730번(은평공영차고지~이북오도청),100000037,1132,국민은행세검정지점(00041),61,24
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000037,1132,국민은행세검정지점(00034),75,33
20250913,110B,"110번(B,국민대방향,정릉~정릉)",100000038,1133,세검정초등학교(00017),100,45
20250913,1020,1020번(정릉~교보문고),100000038,1133,세검정초등학교(00014),186,45
20250913,7022,7022번(구산동~서울역),100000038,1133,세검정초등학교(00022),109,134
20250913,7730,7730번(은평공영차고지~이북오도청),100000038,1133,세검정초등학교(00042),111,81
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000038,1133,세검정초등학교(00035),129,61
20250913,1711,1711번(국민대~공덕동),100000038,1133,세검정초등학교(00009),301,26
20250913,163,163번(우이동~대방역),100000038,1133,세검정초등학교(00032),110,128
20250913,110B,"110번(B,국민대방향,정릉~정릉)",100000039,1134,세검정.상명대(00018),135,24
20250913,7730,7730번(은평공영차고지~이북오도청),100000039,1134,세검정.상명대(00043),90,10
20250913,163,163번(우이동~대방역),100000039,1134,세검정.상명대(00033),135,60
20250913,7016,7016번(은평차고지~상명대),100000040,1135,상명대입구.석파랑(00056),92,11
20250913,7018,7018번(북가좌동~광교),100000040,1135,상명대입구.석파랑(00022),56,87
20250913,종로13,종로13(평창파출소~부암동주민센터.무계원),100000040,1135,상명대입구.석파랑(00019),2,1
20250913,7016,7016번(은평차고지~상명대),100000041,1136,하림각(00057),160,2
20250913,1020,1020번(정릉~교보문고),100000041,1136,하림각(00016),80,51
20250913,7018,7018번(북가좌동~광교),100000041,1136,하림각(00023),95,68
20250913,7022,7022번(구산동~서울역),100000041,1136,하림각(00024),88,66
20250913,종로13,종로13(평창파출소~부암동주민센터.무계원),100000041,1136,하림각(00020),1,30
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000041,1136,하림각(00037),71,40
20250913,1711,1711번(국민대~공덕동),100000041,1136,하림각(00011),181,33
20250913,7016,7016번(은평차고지~상명대),100000042,1137,자하문터널입구.석파정(00058),165,8
20250913,1020,1020번(정릉~교보문고),100000042,1137,자하문터널입구.석파정(00017),94,48
20250913,7018,7018번(북가좌동~광교),100000042,1137,자하문터널입구.석파정(00024),116,74
20250913,7022,7022번(구산동~서울역),100000042,1137,자하문터널입구.석파정(00025),92,71
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000042,1137,자하문터널입구.석파정(00038),83,44
20250913,1711,1711번(국민대~공덕동),100000042,1137,자하문터널입구.석파정(00012),204,32
20250913,1020,1020번(정릉~교보문고),100000043,1138,부암동주민센터.무계원(00018),210,131
20250913,7022,7022번(구산동~서울역),100000043,1138,부암동주민센터.무계원(00026),232,117
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000043,1138,부암동주민센터.무계원(00039),200,85
20250913,1020,1020번(정릉~교보문고),100000044,1139,부암동주민센터.무계원(00036),104,261
20250913,7022,7022번(구산동~서울역),100000044,1139,부암동주민센터.무계원(00049),102,179
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000044,1139,부암동주민센터.무계원(00104),40,163
20250913,7016,7016번(은평차고지~상명대),100000045,1140,자하문터널입구.석파정(00052),16,197
20250913,1020,1020번(정릉~교보문고),100000045,1140,자하문터널입구.석파정(00037),50,82
20250913,7018,7018번(북가좌동~광교),100000045,1140,자하문터널입구.석파정(00036),83,75
20250913,7022,7022번(구산동~서울역),100000045,1140,자하문터널입구.석파정(00050),69,87
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000045,1140,자하문터널입구.석파정(00105),55,57
20250913,1711,1711번(국민대~공덕동),100000045,1140,자하문터널입구.석파정(00054),50,223
20250913,7016,7016번(은평차고지~상명대),100000046,1141,하림각(00053),11,143
20250913,1020,1020번(정릉~교보문고),100000046,1141,하림각(00038),47,91
20250913,7018,7018번(북가좌동~광교),100000046,1141,하림각(00037),81,68
20250913,7022,7022번(구산동~서울역),100000046,1141,하림각(00051),108,63
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000046,1141,하림각(00106),63,72
20250913,1711,1711번(국민대~공덕동),100000046,1141,하림각(00055),50,174
20250913,1020,1020번(정릉~교보문고),100000047,1142,상명대입구.세검정교회(00039),18,80
20250913,7022,7022번(구산동~서울역),100000047,1142,상명대입구.세검정교회(00052),67,73
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000047,1142,상명대입구.세검정교회(00107),17,66
20250913,1711,1711번(국민대~공덕동),100000047,1142,상명대입구.세검정교회(00056),19,172
20250913,1020,1020번(정릉~교보문고),100000048,1143,세검정.상명대(00040),27,68
20250913,7730,7730번(은평공영차고지~이북오도청),100000048,1143,세검정.상명대(00031),24,114
20250913,110A,"110번(A,고려대방향,정릉~정릉)",100000048,1143,세검정.상명대(00070),35,99
20250913,163,163번(우이동~대방역),100000048,1143,세검정.상명대(00082),109,99
20250913,1020,1020번(정릉~교보문고),100000049,1144,세검정초등학교(00041),80,144
20250913,7022,7022번(구산동~서울역),100000049,1144,세검정초등학교(00053),207,167
20250913,7730,7730번(은평공영차고지~이북오도청),100000049,1144,세검정초등학교(00032),99,80
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000049,1144,세검정초등학교(00108),101,139
20250913,1711,1711번(국민대~공덕동),100000049,1144,세검정초등학교(00057),84,256
20250913,163,163번(우이동~대방역),100000049,1144,세검정초등학교(00083),213,86
20250913,110A,"110번(A,고려대방향,정릉~정릉)",100000049,1144,세검정초등학교(00071),88,93
20250913,7022,7022번(구산동~서울역),100000051,1146,국민은행세검정지점(00054),129,129
20250913,7211,7211번(기자촌~신설동),100000051,1146,국민은행세검정지점(00081),117,127
20250913,7730,7730번(은평공영차고지~이북오도청),100000051,1146,국민은행세검정지점(00033),30,78
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000051,1146,국민은행세검정지점(00109),36,109
20250913,7730,7730번(은평공영차고지~이북오도청),100000053,1148,승가사입구(00038),13,1
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000053,1148,승가사입구(00031),37,5
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000053,1148,승가사입구(00114),16,0
20250913,7730,7730번(은평공영차고지~이북오도청),100000054,1149,구기동현대빌라(00039),57,7
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000054,1149,구기동현대빌라(00032),82,9
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000054,1149,구기동현대빌라(00115),44,8
20250913,7022,7022번(구산동~서울역),100000055,1150,구기터널.삼성출판박물관(00056),135,58
20250913,7211,7211번(기자촌~신설동),100000055,1150,구기터널.삼성출판박물관(00083),181,92
20250913,7212,7212번(은평차고지~극동그린아파트앞),100000055,1150,구기터널.삼성출판박물관(00116),146,13
20250913,7022,7022번(구산동~서울역),100000056,1151,구기터널.삼성출판박물관(00019),103,144
20250913,7211,7211번(기자촌~신설동),100000056,1151,구기터널.삼성출판박물관(00031),112,143
20250913,7022,7022번(구산동~서울역),100000057,1152,구기동(00020),229,119
20250913,7211,7211번(기자촌~신설동),100000057,1152,구기동(00032),217,132
20250913,7730,7730번(은평공영차고지~이북오도청),100000057,1152,구기동(00040),131,22
